id,make,model,year,mileage,listing_price,url
618,Lamborghini,Urus Performante,2023,179,449999,https://www.cars.com/vehicledetail/73a5d0be-f593-4351-b6ef-b4f29a12750d/
619,Ferrari,F8 Tributo Base,2021,3646,449999,https://www.cars.com/vehicledetail/3e3b660a-f1cf-4b3b-83ba-568fa51dde19/
620,Mercedes-Benz,AMG G 63 G63 4x4,2023,42,449999,https://www.cars.com/vehicledetail/95fce3be-7f9e-4097-aaae-89416e0e0aea/
621,Rolls-Royce,Cullinan,2023,2999,449996,https://www.cars.com/vehicledetail/4a7377c5-0cfe-4360-844b-6b9644dd1212/
622,Rolls-Royce,Cullinan,2022,6539,449996,https://www.cars.com/vehicledetail/c2f09480-e164-41c6-a8f6-c796e8258835/
623,Rolls-Royce,Cullinan Base,2022,11886,449996,https://www.cars.com/vehicledetail/199a7a7f-d9be-4e21-92ed-ba8d1311195d/
624,Rolls-Royce,Cullinan,2021,1740,449995,https://www.cars.com/vehicledetail/1d71b9d1-de70-4077-92ae-7dcbe50222ca/
625,Rolls-Royce,Cullinan,2022,115,449995,https://www.cars.com/vehicledetail/251a0ef0-f502-4b1d-b20f-8ece429533f2/
626,Ferrari,F8 Spider Base,2021,961,449991,https://www.cars.com/vehicledetail/07f09511-f756-4ced-9b2a-90bcc8aff707/
627,Rolls-Royce,Cullinan BADGE,2023,123,449991,https://www.cars.com/vehicledetail/ccf3a7d2-6909-4e68-8d0c-5a813f58ee16/
628,Lamborghini,Huracan Performante,2018,4148,449989,https://www.cars.com/vehicledetail/134cd28b-95ab-41af-ad41-0f0780160120/
629,Rolls-Royce,Cullinan,2023,1525,449950,https://www.cars.com/vehicledetail/1f75527d-3be6-4adf-b096-5f0beb668f7c/
630,Ferrari,F8 Spider Base,2021,2817,449950,https://www.cars.com/vehicledetail/b891074a-dd6e-406a-9979-2e854fc400c1/
631,Ferrari,F8 Spider Base,2022,562,449900,https://www.cars.com/vehicledetail/87c4a945-511e-4718-9edf-26cbf09e5238/
632,Rolls-Royce,Cullinan,2022,7932,449900,https://www.cars.com/vehicledetail/c2c30cec-2bb6-4d8f-bba9-df6997f82674/
633,Ferrari,F8 Spider Base,2021,6533,449900,https://www.cars.com/vehicledetail/71500244-45bc-4c98-85b9-e68786575155/
634,Porsche,911 GT2,2008,942,449900,https://www.cars.com/vehicledetail/e13d6823-77e3-4897-93be-c5e0f975e403/
635,Ferrari,F8 Spider Base,2021,3135,449895,https://www.cars.com/vehicledetail/ca38f58d-dad2-426f-9a3a-44c633bcf7f1/
636,Rolls-Royce,Cullinan,2023,3112,449800,https://www.cars.com/vehicledetail/2a3abbca-39c6-422d-ad43-b3bb27499e58/
637,Rolls-Royce,Cullinan,2022,1364,449800,https://www.cars.com/vehicledetail/6e2e026d-f4b4-4e11-a0c3-f2b565808144/
638,Lamborghini,Aventador S Base,2018,15312,449250,https://www.cars.com/vehicledetail/637c8863-edb9-486a-8661-70978b73f54f/
639,Lamborghini,Huracan STO Base,2023,263,449000,https://www.cars.com/vehicledetail/9f619135-ffea-4bc0-bba7-ab0bcee0a90e/
640,Ferrari,296 GTB Base,2022,290,449000,https://www.cars.com/vehicledetail/ac6c982e-660d-40ca-98b2-4776846448d1/
641,Lamborghini,Diablo VT,1999,17570,449000,https://www.cars.com/vehicledetail/6deee206-82eb-4aaf-8c19-b1fecd9bc477/
642,Mercedes-Benz,SLR McLaren,2008,4043,448999,https://www.cars.com/vehicledetail/b1ac78a4-d2a5-4947-ae9e-538bab6a0732/
643,Ferrari,296 GTB Base,2022,198,448888,https://www.cars.com/vehicledetail/ed486689-757c-44e3-9873-a92a4a53cbd0/
645,Mercedes-Benz,AMG G 63 4x4 Squared,2023,57,448000,https://www.cars.com/vehicledetail/b603c13d-6a8b-426f-a0ea-ccb41c1b3af2/
646,Ferrari,F8 Spider Base,2021,4890,446995,https://www.cars.com/vehicledetail/59f529fd-3890-4847-b4cd-ad11a298fcc3/
647,Lamborghini,Aventador S Base,2018,4355,446294,https://www.cars.com/vehicledetail/1fd33c0b-fb39-48c8-abca-1728f1cdfc00/
648,Rolls-Royce,Dawn,2021,2458,445995,https://www.cars.com/vehicledetail/975ca545-8d89-4731-9ad6-6282a565518e/
649,Mercedes-Benz,AMG G 63 4x4 Squared,2023,33,445995,https://www.cars.com/vehicledetail/7e96ac6a-bad0-4bef-9f2b-b55a0d3019f6/
650,McLaren,765LT Base,2021,1501,445992,https://www.cars.com/vehicledetail/74605004-2314-40ff-8cc6-cefdb9f50218/
651,Lamborghini,Huracan STO Coupe,2022,356,445550,https://www.cars.com/vehicledetail/c2c1788c-ae33-4ded-95f6-b0b875bc4a02/
652,Ferrari,F8 Tributo Base,2022,1750,445000,https://www.cars.com/vehicledetail/51e53b67-f600-48b9-a091-eb7bcc25c234/
653,Mercedes-Benz,AMG G 63 4MATIC,2023,33,444996,https://www.cars.com/vehicledetail/dd4d77b3-2bd9-4936-9efe-96b7b3f3b765/
654,Ferrari,488 Pista Base,2020,28019,444995,https://www.cars.com/vehicledetail/4b165fec-a0ec-4390-8b75-73d80b4062ed/
655,Rolls-Royce,Phantom,2020,21579,440000,https://www.cars.com/vehicledetail/50a815c2-7e7c-4ff5-a9bb-6a81882cbeba/
656,Rolls-Royce,Phantom Base,2019,5732,440000,https://www.cars.com/vehicledetail/dd7de55a-a2f2-45da-832f-8db51500129f/
657,Lamborghini,Huracan STO Base,2022,53,440000,https://www.cars.com/vehicledetail/b233f2ae-8dd8-48d7-9d72-1d8f5fa9e7d4/
658,Mercedes-Benz,AMG G 63 4x4 Squared,2022,56,439999,https://www.cars.com/vehicledetail/4f800b2e-c8ed-4d21-9012-a779bc364847/
659,Rolls-Royce,Cullinan,2023,62,439996,https://www.cars.com/vehicledetail/14086fbc-a06b-4e98-a99b-2784e8c04f76/
660,Ferrari,812 Superfast Base,2019,5831,439995,https://www.cars.com/vehicledetail/7b4ab798-679c-412a-895b-b68ac1615131/
661,Lamborghini,Huracan STO Base,2023,562,439995,https://www.cars.com/vehicledetail/5c77b186-021b-4c0b-b303-c2177ec7bd46/
662,Mercedes-Benz,AMG G 63 4x4 Squared,2023,629,439995,https://www.cars.com/vehicledetail/38c1d9ed-5e31-47f0-a7da-6319915e8061/
663,Rolls-Royce,Cullinan,2022,2635,439990,https://www.cars.com/vehicledetail/3af2dd7e-812f-4a68-ad38-bd21fd29540f/
664,Porsche,911 GT3,2010,6993,439990,https://www.cars.com/vehicledetail/77153d18-2d09-4e4f-8cce-6f6dfbc03ca0/
665,Lamborghini,Huracan STO Base,2022,525,439989,https://www.cars.com/vehicledetail/22a0cc31-e9d5-44f6-9b3c-cd3bb1fb558f/
666,Mercedes-Benz,AMG G 63 4x4 Squared,2022,97,439981,https://www.cars.com/vehicledetail/2f906053-030d-4f46-bc76-24042eeea8bc/
667,Lamborghini,Huracan STO Base,2022,1350,439950,https://www.cars.com/vehicledetail/bdff3e56-2850-48f1-97c9-08e8ef1ecaca/
668,Rolls-Royce,Cullinan Base,2019,7777,439900,https://www.cars.com/vehicledetail/8bed4910-6b97-474b-8cf4-900a6280a996/
669,Aston Martin,Vantage Base,2023,250,439881,https://www.cars.com/vehicledetail/f00990ed-a332-49c8-9d9e-e8a9cd329c66/
670,Rolls-Royce,Ghost Ghost,2022,1400,439800,https://www.cars.com/vehicledetail/a42d72f5-b895-4edd-93a0-16cce42635c4/
671,Lamborghini,Huracan STO Coupe,2022,543,439777,https://www.cars.com/vehicledetail/c621ceff-2852-4a18-87c2-ec70f6c2afb6/
672,Rolls-Royce,Cullinan,2023,3300,439757,https://www.cars.com/vehicledetail/ab926b3d-8b53-4ca1-a409-c5e66e574f2d/
673,Rolls-Royce,Cullinan,2023,1900,439650,https://www.cars.com/vehicledetail/9c68486c-4e86-4192-8d8b-24c3eb2d8e2b/
674,Rolls-Royce,Cullinan Base,2023,1355,439488,https://www.cars.com/vehicledetail/a49ed699-9fdf-44b7-b34d-c43faef37013/
675,Lamborghini,Huracan STO Base,2023,158,439000,https://www.cars.com/vehicledetail/595ad515-02ae-4937-a24e-650483247e5c/
676,Lamborghini,Urus Pearl Capsule,2022,1200,439000,https://www.cars.com/vehicledetail/7479c404-0e93-4dde-9abc-98e7fa72248f/
677,Ferrari,F8 Spider,2021,4835,439000,https://www.cars.com/vehicledetail/c74e49f0-299b-473d-a367-761a0e332422/
678,Mercedes-Benz,AMG GT BS,2021,260,439000,https://www.cars.com/vehicledetail/8929e78b-81c4-4aa4-a4e2-83259c5f3c07/
679,Ferrari,F8 Spider Base,2021,1324,438999,https://www.cars.com/vehicledetail/6e1a2190-16ef-468e-9dc9-ca4d0672584b/
680,Rolls-Royce,Cullinan BADGE,2023,3996,438900,https://www.cars.com/vehicledetail/6e867925-54e2-418f-ac27-c1fc85aecb18/
681,Ferrari,F8 Tributo Base,2020,4248,437996,https://www.cars.com/vehicledetail/16ac12ad-489f-47d3-8774-3cff012cae0f/
682,Ferrari,F8 Spider Base,2021,6536,435990,https://www.cars.com/vehicledetail/fee3ca9f-8587-4ec7-9608-d5d24026dad0/
683,Rolls-Royce,Cullinan,2023,771,435500,https://www.cars.com/vehicledetail/75b9b476-5e47-452d-80a0-58bd4c6f0fc7/
684,Rolls-Royce,Cullinan,2022,7759,434996,https://www.cars.com/vehicledetail/7569f9aa-69a4-48c4-808b-c667a5b9481a/
685,Mercedes-Benz,AMG G 63 4x4 Squared,2022,5473,434995,https://www.cars.com/vehicledetail/63aa93fe-5e08-47cf-8e55-1a25e6471c21/
686,Ferrari,F8 Spider Base,2021,3567,434900,https://www.cars.com/vehicledetail/e8da373e-8838-4314-ba59-7f56ad515871/
687,Ferrari,F8 Spider Base,2021,9114,434895,https://www.cars.com/vehicledetail/9323abea-1d9b-463b-9246-44121e03e0c7/
688,Ferrari,F8 Spider Base,2021,1055,434893,https://www.cars.com/vehicledetail/36e97de3-64f1-43dc-ac90-ed53d9ff35a9/
689,Rolls-Royce,Cullinan,2023,7975,432995,https://www.cars.com/vehicledetail/dd0a89f5-02c0-40e1-976d-b956d147302e/
690,Ferrari,F8 Spider Base,2021,6616,432990,https://www.cars.com/vehicledetail/b1d9dbfa-593e-4a98-961d-18aef8b89d64/
691,Rolls-Royce,Cullinan,2023,650,432500,https://www.cars.com/vehicledetail/e751a08c-cb55-40b9-a52f-2b67fc00f5e9/
692,Mercedes-Benz,AMG G 63 4x4 Squared,2022,981,431007,https://www.cars.com/vehicledetail/f240d14d-d90b-4253-a3cf-a80a2609545c/
693,Mercedes-Benz,AMG G 63 4x4 Squared,2022,1027,430007,https://www.cars.com/vehicledetail/136b1a09-88b2-4a60-80a9-6f692c0b26fe/
694,Lamborghini,Huracan STO Base,2022,141,430000,https://www.cars.com/vehicledetail/283972f8-bd9f-430a-8181-1d0e1bbfbe85/
695,Ford,GT Base,2006,8500,430000,https://www.cars.com/vehicledetail/116dd268-6cd6-49e0-a084-5390adcc3912/
696,Ferrari,365,1976,37645,429999,https://www.cars.com/vehicledetail/62de1cab-77e6-4e9f-abdb-0bf3a50c48e5/
697,Mercedes-Benz,AMG GT BS,2021,426,429999,https://www.cars.com/vehicledetail/3ffcee87-321b-4ed0-9b11-a2199adfd044/
698,Rolls-Royce,Cullinan,2022,5858,429998,https://www.cars.com/vehicledetail/3edc8d13-250e-48f6-b527-25a3480ee67f/
699,Rolls-Royce,Ghost,2023,4701,429996,https://www.cars.com/vehicledetail/018debd4-0c32-4a81-9815-76b0e71bcbe6/
700,Rolls-Royce,Cullinan Base,2022,887,429996,https://www.cars.com/vehicledetail/54065c91-11d7-45f1-a8a6-5043cecffe60/
701,Rolls-Royce,Ghost,2022,58,429996,https://www.cars.com/vehicledetail/583a951f-7bfb-4ebd-b7de-5db426ffe065/
702,Ford,GT Base (100A),2005,4656,429993,https://www.cars.com/vehicledetail/166ee4c9-78bb-4c9b-9bca-e51db5c1e332/
703,Lamborghini,Aventador LP740-4S,2017,10654,429991,https://www.cars.com/vehicledetail/20f10145-7f38-437d-a68a-88d0647b7910/
704,Lamborghini,Aventador S LP750-4 S Coupe,2018,6200,429991,https://www.cars.com/vehicledetail/42a3d8b0-2a49-4943-ba65-1dbf3f935067/
705,Mercedes-Benz,AMG G 63 4x4 Squared,2023,31,429991,https://www.cars.com/vehicledetail/a4efcfdb-b139-44c3-964f-44be46a7b3d0/
706,Rolls-Royce,Cullinan,2023,706,429990,https://www.cars.com/vehicledetail/627ce139-053d-432a-95c8-22879dae845b/
707,Rolls-Royce,Cullinan,2023,1258,429990,https://www.cars.com/vehicledetail/da248d9d-c14b-4372-be0d-97b7f743bffd/
708,Porsche,911 GT2 RS,2018,820,429980,https://www.cars.com/vehicledetail/8563e131-69a9-465c-a7ca-9f2ae4a1fb56/
709,Mercedes-Benz,AMG GT BS,2021,580,429950,https://www.cars.com/vehicledetail/b09a1f2b-df6b-4453-80c7-07ca8349be30/
710,Rolls-Royce,Phantom Sedan,2018,12193,429950,https://www.cars.com/vehicledetail/db49fec7-474c-4ac4-856b-d4ea845ecf1f/
711,Lamborghini,Aventador S LP 740-4 S,2019,21150,429900,https://www.cars.com/vehicledetail/d1f9aaf0-6281-466e-a984-0f218a8a5d82/
712,Rolls-Royce,Cullinan,2023,670,429900,https://www.cars.com/vehicledetail/3a11893f-b893-4671-8fcd-eac9018cccb6/
713,Mercedes-Benz,SLR McLaren,2006,4565,429900,https://www.cars.com/vehicledetail/e4a2637a-bea7-447e-ab5b-caf75c438693/
714,Ferrari,F430 Scuderia,2009,1220,429900,https://www.cars.com/vehicledetail/90e1ef45-2d14-4ab2-ae51-4aa2aecd6323/
715,Lamborghini,Huracan STO Coupe,2023,217,429900,https://www.cars.com/vehicledetail/a39ab396-c22e-45d4-b338-57028d84907d/
716,Lamborghini,Huracan STO Coupe,2022,40,429900,https://www.cars.com/vehicledetail/e5a24dc4-e97d-4b50-9971-bd17bb0953dd/
717,Ferrari,F8 Tributo Base,2021,5303,429800,https://www.cars.com/vehicledetail/88ee73af-74c9-4982-9361-35898d88c3fa/
718,Rolls-Royce,Phantom Base,2021,5824,429800,https://www.cars.com/vehicledetail/7fcfdf8f-c58b-49a7-86e6-ee74fff3f4af/
719,McLaren,720S Performance,2021,3040,429599,https://www.cars.com/vehicledetail/ace272ba-f95d-42b9-95cb-e50a5157c7ed/
720,Ferrari,F8 Tributo Base,2022,803,429000,https://www.cars.com/vehicledetail/b7f66710-0a6e-4018-916c-eb65e2f94537/
721,Ford,GT Base,2005,1897,428998,https://www.cars.com/vehicledetail/190e1804-4c25-4058-9e76-dc89cccc67c4/
722,Lamborghini,Huracan STO Base,2023,180,428990,https://www.cars.com/vehicledetail/18b541ee-7541-4870-a629-4c67d51fd472/
723,Lamborghini,Huracan STO Base,2023,495,428990,https://www.cars.com/vehicledetail/03518238-af36-4d5f-b7ad-d1f6ac40abb8/
724,Mercedes-Benz,AMG G 63 4x4 Squared,2022,410,428751,https://www.cars.com/vehicledetail/9ed3e057-188a-41d0-83f8-c517e1602a5c/
725,Rolls-Royce,Cullinan,2023,51,427996,https://www.cars.com/vehicledetail/d5082d66-986e-4804-9ba9-980c1989df14/
726,Rolls-Royce,Ghost BADGE,2023,2348,427007,https://www.cars.com/vehicledetail/8e7c8892-224f-40c8-a6ef-88d715329ebb/
727,Lamborghini,Huracan STO Base,2022,1551,426895,https://www.cars.com/vehicledetail/5cd69971-e7da-49f4-8e27-9194a59843fb/
728,Rolls-Royce,Cullinan BADGE,2023,4490,426800,https://www.cars.com/vehicledetail/a0c85b77-9b85-425c-9fcd-26293520a52e/
729,Porsche,911 Dakar,2024,58,426510,https://www.cars.com/vehicledetail/48c9d2f3-5b3e-4b4d-8f1e-0ff29d9b88c8/
730,Ferrari,SF90 Stradale Base,2022,354,829000,https://www.cars.com/vehicledetail/e44107fc-22d6-4bab-95bb-1765846ec2d7/
731,Ferrari,SF90 Stradale Base,2023,111,715500,https://www.cars.com/vehicledetail/08ba8ec4-744c-4788-b3f5-8fa82ad880bb/
732,Ferrari,812 GTS Base,2022,2320,669000,https://www.cars.com/vehicledetail/95fc7411-f05f-4526-b81b-08e5777dd415/
733,Ferrari,296 GTB Base,2022,298,499990,https://www.cars.com/vehicledetail/479a424f-6117-4a5f-bfb6-ef781157060a/
734,Ferrari,F8 Tributo Base,2022,900,425000,https://www.cars.com/vehicledetail/7dc39132-a9db-47e2-87fd-3c307ae44ac8/
735,Mercedes-Benz,AMG G 63 Base,2021,7856,425000,https://www.cars.com/vehicledetail/56bf22e3-51cc-4120-8e3d-9a44e9ec139e/
736,Ford,GT Coupe,2005,4500,425000,https://www.cars.com/vehicledetail/3f9677f2-43dd-4f41-9e0a-2eec6a1cb471/
737,Porsche,356 C,1964,1681,425000,https://www.cars.com/vehicledetail/b01b21ac-c578-4e73-b134-b0d5b9660d14/
738,Ferrari,F8 Tributo Base,2022,449,425000,https://www.cars.com/vehicledetail/dba7b661-82fb-44e4-bd25-68684ef0de19/
739,Lamborghini,Huracan STO Base,2023,4306,424998,https://www.cars.com/vehicledetail/e73f466d-cf09-4808-8591-79d19b9a56b1/
740,Rolls-Royce,Phantom Base,2019,27752,424996,https://www.cars.com/vehicledetail/55d67308-720a-4a4e-a381-1ae52cc0dd95/
741,Rolls-Royce,Cullinan,2022,985,424995,https://www.cars.com/vehicledetail/7c4a3153-03df-41de-9944-9641c542d739/
742,Rolls-Royce,Cullinan,2022,5878,424995,https://www.cars.com/vehicledetail/9abd8a90-ca83-49ea-a3cb-502fd54bcdd4/
743,Lamborghini,Aventador S Base,2018,14503,424991,https://www.cars.com/vehicledetail/6193e7a4-5416-4ad9-84f7-e7dd735b90c0/
744,Porsche,911 GT2 RS,2018,1504,424990,https://www.cars.com/vehicledetail/7096230d-2f28-4a0a-a8ae-ce132ec3a56f/
745,Ferrari,F8 Spider Base,2021,5664,424900,https://www.cars.com/vehicledetail/60a882d4-23c2-4c4a-b457-b33c21a0ef1a/
746,Ferrari,F8 Tributo Base,2022,2384,424900,https://www.cars.com/vehicledetail/d76a5c81-b2fa-4ed3-8b58-30721df463f1/
747,Lamborghini,Aventador S,2018,10137,424900,https://www.cars.com/vehicledetail/15cb9c41-57e1-4cfb-a684-58e64b02638c/
748,Mercedes-Benz,AMG G 63 4x4 Squared,2022,69,424888,https://www.cars.com/vehicledetail/39d50fe4-1696-4e73-86ba-22e69f9b65e7/
749,Lamborghini,Huracan STO Base,2021,5272,424595,https://www.cars.com/vehicledetail/b29d12bb-4b9e-442e-b46e-9e219eea9f8e/
750,Rolls-Royce,Ghost,2023,1065,424500,https://www.cars.com/vehicledetail/f8dac9e4-6ad4-4167-b8fc-31486af80ee2/
751,Ferrari,812 Superfast Base,2020,9300,422995,https://www.cars.com/vehicledetail/edb65ada-6d1b-4ebe-97b2-55dd6e83defe/
752,Porsche,911 Turbo S,2022,4500,420000,https://www.cars.com/vehicledetail/a43e3c7b-be15-416f-aa48-d1dabb318bba/
753,Ferrari,812 Superfast 2DR CPE,2020,1392,419999,https://www.cars.com/vehicledetail/93e61dd4-cc11-4312-b7df-c95f9532aed4/
754,Lamborghini,Gallardo LP550-2,2011,8000,419999,https://www.cars.com/vehicledetail/905784b1-fa41-4bd7-bd4b-7dfd3bfe5ab3/
755,Ferrari,F8 Tributo Base,2021,4377,419999,https://www.cars.com/vehicledetail/34cc3133-b417-44c6-b8f6-25645d695811/
756,Ferrari,F8 Tributo Base,2021,1510,419999,https://www.cars.com/vehicledetail/310b62cf-47e7-4364-97b9-8dde2958c6c3/
757,Ferrari,F8 Tributo 2DR CPE,2022,1614,419999,https://www.cars.com/vehicledetail/39747f50-da6d-4149-9ab9-2ccf3c374c95/
758,Lamborghini,Aventador S Base,2018,28000,419998,https://www.cars.com/vehicledetail/b7430363-7fad-4fea-9cee-bcc6d4e98f7e/
759,Rolls-Royce,Cullinan,2023,3257,419998,https://www.cars.com/vehicledetail/bcba4abd-e8a0-4c54-a52c-c297a9cf665d/
760,Rolls-Royce,Cullinan Base,2023,5363,419998,https://www.cars.com/vehicledetail/c2e9c303-0fcc-43b8-b90b-7a973a8d9679/
761,Porsche,911 Turbo S,2022,353,419995,https://www.cars.com/vehicledetail/dcdc8937-68e3-44d4-8a8c-58fa342079ea/
762,Lamborghini,Aventador,2017,6639,419992,https://www.cars.com/vehicledetail/27767c46-d3b8-4a40-93a7-a4704ae6d00e/
763,Lamborghini,Huracan STO Coupe,2022,2569,419991,https://www.cars.com/vehicledetail/03d4d487-a4db-4e62-9ddb-110371763e53/
764,Rolls-Royce,Cullinan,2023,889,419991,https://www.cars.com/vehicledetail/65255c2a-ab6f-47e6-9d2a-c3c2ee59a46d/
765,Aston Martin,Vantage V12,2023,186,419990,https://www.cars.com/vehicledetail/0f4fa193-da79-46c7-9d70-aa626c9aee52/
766,Rolls-Royce,Cullinan,2023,50,419988,https://www.cars.com/vehicledetail/d0cca594-e44a-4fd9-9a3a-3935a45ba3ef/
767,Lamborghini,Aventador S,2017,23799,419950,https://www.cars.com/vehicledetail/a126d299-200f-46d2-8e3c-2964b9fc8595/
768,Rolls-Royce,Cullinan,2023,45,419950,https://www.cars.com/vehicledetail/6c224271-63f6-4c71-83cb-32f3b93a8b77/
769,Lamborghini,Huracan STO Base,2022,50,419950,https://www.cars.com/vehicledetail/677d4169-ed6b-4c6c-978b-7f2ae9d79e5f/
770,Lamborghini,Murcielago LP640,2009,7577,419900,https://www.cars.com/vehicledetail/da7a20aa-3aeb-4bc1-b5fd-3e0d86fbcc92/
771,Porsche,911 Speedster,2019,4900,419900,https://www.cars.com/vehicledetail/59929bd9-03cf-4aa6-a0fe-d7f0471b2cc4/
772,Rolls-Royce,Cullinan,2022,4253,419800,https://www.cars.com/vehicledetail/d6ec093e-10d1-469c-bd02-9f959ef233b5/
773,Rolls-Royce,Cullinan Base,2022,2895,419799,https://www.cars.com/vehicledetail/d6e11785-3e4c-4568-a7c0-29d2094e45c9/
774,Lamborghini,Huracan STO Base,2022,829,419500,https://www.cars.com/vehicledetail/6d7d7572-a438-4efb-a0f4-43eab3e3d872/
775,Lamborghini,Huracan STO Base,2023,253,419449,https://www.cars.com/vehicledetail/a7643924-e9de-4223-851f-e5c20502faf9/
776,Ferrari,F8 Tributo Base,2021,1864,419000,https://www.cars.com/vehicledetail/325ff765-186e-430c-b582-25e7290c19aa/
777,Rolls-Royce,Ghost NULL,2023,55,419000,https://www.cars.com/vehicledetail/efc7a335-03ef-486f-b941-d0a89094fa52/
778,Ferrari,F8 Tributo,2022,393,419000,https://www.cars.com/vehicledetail/7225659a-603d-4480-9b78-c93a05f8a4d2/
779,Mercedes-Benz,AMG G 63 4x4 Squared,2022,170,418900,https://www.cars.com/vehicledetail/72337bb6-6591-470e-a8e4-19ce71357264/
780,Lamborghini,Huracan STO,2022,322,418900,https://www.cars.com/vehicledetail/92177c58-b0ed-4c96-b35b-f60911d71ba3/
781,Lamborghini,Huracan STO Coupe,2023,701,418000,https://www.cars.com/vehicledetail/0964a209-cf9e-4f10-9e21-beb8091610f3/
782,Rolls-Royce,Cullinan,2022,4225,417800,https://www.cars.com/vehicledetail/5c0a9851-5204-40c2-afc0-a3301769432e/
783,Porsche,911 GT2 RS,2018,4529,417500,https://www.cars.com/vehicledetail/8a2d3269-6fe5-4ff1-852b-3db90ea52eb5/
784,Aston Martin,Vantage Base,2023,178,417145,https://www.cars.com/vehicledetail/25201bd8-6494-453b-a58c-4a3f2cdffece/
785,Lamborghini,Huracan STO Base,2022,800,417000,https://www.cars.com/vehicledetail/2b0430c9-c656-44e9-964f-ea3d64dd4254/
786,Rolls-Royce,Cullinan,2022,1296,416000,https://www.cars.com/vehicledetail/02ff62b0-33b1-44af-975a-ddaab50dc594/
787,Lamborghini,Huracan STO Coupe,2022,1312,416000,https://www.cars.com/vehicledetail/00afcc73-a16f-45cf-a8fb-9e8642611289/
788,Ferrari,812 Superfast Base,2020,2155,415900,https://www.cars.com/vehicledetail/f2947fdd-badf-4df3-a705-0c23b3faf4d3/
789,Rolls-Royce,Phantom Base,2020,11441,415305,https://www.cars.com/vehicledetail/9ff7fb6c-af1e-4274-a0da-d0b38c8eb4ec/
790,Porsche,911 GT2 RS,2018,2270,415177,https://www.cars.com/vehicledetail/498887d2-74c3-4e79-877f-f50c49f11995/
791,Lamborghini,Aventador S Base,2018,3033,415000,https://www.cars.com/vehicledetail/560bfe66-e460-4db0-9224-0e29ff6d30f3/
792,Lamborghini,Aventador LP750-4 Superveloce,2017,10844,415000,https://www.cars.com/vehicledetail/ab571547-94b7-4001-a81e-a9bd3472907a/
793,Lamborghini,Huracan STO Coupe,2021,2807,414999,https://www.cars.com/vehicledetail/3080b6b1-8a60-4979-b590-df3670ea5146/
794,Ferrari,F8 Tributo Base,2022,2086,414995,https://www.cars.com/vehicledetail/3539072c-0dcb-4ce5-9999-1bffda2f497f/
795,Aston Martin,Vantage Coupe,2023,99,414991,https://www.cars.com/vehicledetail/fe20c3d8-54e1-4ab0-8975-dc73c973f3af/
796,Porsche,911 GT2 RS,2019,360,414991,https://www.cars.com/vehicledetail/1643f74a-c373-4b19-b2df-ebe79a224fe6/
797,Ferrari,F8 Tributo,2022,859,414900,https://www.cars.com/vehicledetail/71536f4c-6ad7-4977-ac52-843a8b4285e0/
798,Rolls-Royce,Ghost,2023,916,414785,https://www.cars.com/vehicledetail/2b572b9b-9ec0-4769-82f3-cd4bd1fa12b8/
799,Rolls-Royce,Ghost,2022,2807,414000,https://www.cars.com/vehicledetail/930d697a-92f6-40e5-9ff9-6a9f8547826d/
800,Ferrari,F8 Tributo Base,2020,4425,412500,https://www.cars.com/vehicledetail/d9746b64-40ab-4e8c-9e5c-b6e50bec38ce/
801,Aston Martin,Vantage V12,2023,26,412436,https://www.cars.com/vehicledetail/947f36b2-792a-4400-9e5c-456ea9253a12/
802,Rolls-Royce,Ghost,2023,4750,410925,https://www.cars.com/vehicledetail/61b2863b-850a-4f0b-8b22-301a6ce8d88e/
803,Ferrari,F8 Tributo Base,2021,5925,409998,https://www.cars.com/vehicledetail/4dfea656-5dad-4d0c-ab7b-405faa47d11e/
804,Rolls-Royce,Ghost,2022,1285,409998,https://www.cars.com/vehicledetail/55ac1931-5a2d-4ee3-9780-cc1076fc5e9d/
805,Rolls-Royce,Cullinan,2023,85,409998,https://www.cars.com/vehicledetail/c47fd4da-fc29-4319-bfa4-ff49de8c7e99/
806,Ferrari,F8 Tributo Base,2022,751,409998,https://www.cars.com/vehicledetail/c92cab29-9abd-4269-8e3f-fef06681ed42/
807,Lamborghini,Huracan EVO Base,2022,2002,409995,https://www.cars.com/vehicledetail/e94af0be-e778-4846-b052-1ccdb047e4b7/
808,Ferrari,F8 Tributo Base,2022,612,409995,https://www.cars.com/vehicledetail/6b5b481b-b267-4d0c-a045-dd0eff6340a8/
809,Porsche,911 GT2 RS,2018,7087,409994,https://www.cars.com/vehicledetail/805d5bc4-f115-4020-a5ed-203e96a3177b/
810,Lamborghini,Huracan STO Base,2022,336,409991,https://www.cars.com/vehicledetail/ad2d7374-ed60-43c0-8079-b364862fc389/
811,Lamborghini,Huracan STO Base,2022,1450,409991,https://www.cars.com/vehicledetail/1b3201e5-98e3-4d22-9dc0-36f1861690ee/
812,Rolls-Royce,Ghost,2023,421,409990,https://www.cars.com/vehicledetail/d1f4cd25-0255-4054-843b-ddd5330ba650/
813,Ferrari,812 Superfast Base,2020,2109,409990,https://www.cars.com/vehicledetail/f275d7ca-e9a1-4d05-9e62-bf619eaa320a/
814,Mercedes-Benz,AMG G 63 AMG G 63 4x4 Squared,2022,1003,409990,https://www.cars.com/vehicledetail/193b9368-72d8-431d-9da8-9b90b3a54f99/
