id,make,model,year,mileage,listing_price,url
215,Ferrari,488 Pista Base,2020,1344,659990,https://www.cars.com/vehicledetail/e1c158c5-7f60-4a27-9299-2c77529da575/
216,Ferrari,458 Speciale Base,2015,4793,659895,https://www.cars.com/vehicledetail/1ede3ed1-c92a-42b5-ae19-2b6a2a9fca41/
217,McLaren,765LT Base,2022,1150,659000,https://www.cars.com/vehicledetail/56f4692c-dea6-4c06-a50a-f138c48af5c9/
218,Ferrari,SF90 Stradale Base,2023,110,658900,https://www.cars.com/vehicledetail/78c01d66-d4ba-4c7a-a523-237b8bb30be3/
219,Ferrari,812 GTS Base,2022,726,657915,https://www.cars.com/vehicledetail/816b9af3-5232-4c63-b65d-027a954b964d/
220,Ferrari,SF90 Stradale Base,2022,931,657896,https://www.cars.com/vehicledetail/39ecb99f-9d3b-44f0-834b-dbfb7a0f29ef/
221,Ferrari,SF90 Stradale Base,2021,327,656995,https://www.cars.com/vehicledetail/c6453864-ee8b-4f2e-bce1-3510edf59255/
222,Ferrari,812 GTS,2021,1046,654900,https://www.cars.com/vehicledetail/dccb8b76-8c39-4b8e-bc76-115f6159fc69/
223,Ferrari,SF90 Stradale Base,2022,55,653896,https://www.cars.com/vehicledetail/76517312-fdfe-4de5-bba2-7cc0203ce2ac/
224,Ferrari,SF90 Stradale Base,2022,654,650000,https://www.cars.com/vehicledetail/90d0db0d-459c-4363-aba5-97d6eb6fc562/
225,Ferrari,SF90 Stradale Base,2022,990,650000,https://www.cars.com/vehicledetail/287c0fc1-b796-42db-a98f-a1ac68981da2/
226,Ferrari,SF90 Stradale in Rosso Chairo,2021,2260,650000,https://www.cars.com/vehicledetail/0f9b985a-0e02-4fdc-8cb1-5a452086b767/
227,Lamborghini,Aventador SVJ Base,2019,6929,649999,https://www.cars.com/vehicledetail/6b7d789c-5071-4ee0-bd5d-83522c94a04b/
228,Ferrari,SF90 Stradale Base,2022,587,649999,https://www.cars.com/vehicledetail/11750f96-0830-4e3b-be35-b9f3167178a4/
229,Ferrari,SF90 Stradale Base,2021,3879,649999,https://www.cars.com/vehicledetail/b2ad8ac2-64c4-4d29-884c-462889147818/
230,Ferrari,SF90 Stradale Base,2021,2529,649998,https://www.cars.com/vehicledetail/943538fe-8599-4393-8a72-467f90228064/
231,Ferrari,SF90 Stradale Base,2021,463,649990,https://www.cars.com/vehicledetail/5aca95f3-4826-43f9-8add-3b0edf5a1f41/
232,Ferrari,SF90 Stradale,2021,1177,649900,https://www.cars.com/vehicledetail/87f55af8-37dd-4782-8b79-a0dad14ea8be/
233,Lamborghini,Diablo SV,1998,10700,649900,https://www.cars.com/vehicledetail/007025cd-a2ee-4049-83cd-dac9233ea014/
234,Lamborghini,Countach LP500 Quattrovalvole,1988,13046,649900,https://www.cars.com/vehicledetail/6b8c496f-50cc-4d37-b8a4-52994ab86fda/
235,Ferrari,812 GTS Base,2021,2689,649900,https://www.cars.com/vehicledetail/5a018e3f-dd8d-4e48-975f-fc38bba742b2/
236,Ferrari,458 Speciale Base,2015,564,649900,https://www.cars.com/vehicledetail/76b447ea-baf9-464e-aba8-684df5fff85f/
237,Ferrari,SF90 Stradale Base,2022,2652,649900,https://www.cars.com/vehicledetail/ce8c74ba-1ab8-4a9f-9622-cdf63f8e83a3/
238,Ferrari,SF90 Stradale Base,2021,684,649900,https://www.cars.com/vehicledetail/eac124d8-e381-4e57-9376-e45f9919ade8/
239,Ford,GT Base,2006,2196,649900,https://www.cars.com/vehicledetail/0a31a707-4a5f-4dac-ace7-5943461d7639/
240,Ferrari,812 GTS Base,2023,171,649812,https://www.cars.com/vehicledetail/11e9f308-011e-4303-a044-6cbfc6f3a19f/
241,Ferrari,812 GTS Base,2022,246,649487,https://www.cars.com/vehicledetail/eb8e8f5f-560b-4e85-b669-cac68bbe0969/
242,Ferrari,SF90 Stradale,2021,1361,649000,https://www.cars.com/vehicledetail/94434918-bbd4-4c28-a57f-23700b8d669f/
243,Lamborghini,Aventador S S Coupe,2018,5852,649000,https://www.cars.com/vehicledetail/36f11b41-80bc-477d-883f-f205e2a3f2c6/
244,Ferrari,SF90 Stradale Rosso Corsa,2023,299,648500,https://www.cars.com/vehicledetail/03109577-6753-41ba-9492-cb2dd4266dfe/
245,Ferrari,812 GTS Rosso Fiorano,2021,1879,648000,https://www.cars.com/vehicledetail/f8ecb2c0-88c0-4ffc-a10e-d27170c66482/
246,Ferrari,812 GTS Convertible,2021,2337,645000,https://www.cars.com/vehicledetail/18e7597a-7593-419d-bcc9-858c982993fb/
247,Ferrari,SF90 Stradale Base,2022,1300,644990,https://www.cars.com/vehicledetail/c0e95580-6802-4157-b051-c74523545919/
248,Ferrari,SF90 Stradale Base,2022,72,644988,https://www.cars.com/vehicledetail/51d48adc-0371-450a-8900-e1af2d949588/
249,Ferrari,812 GTS Base,2021,859,644900,https://www.cars.com/vehicledetail/ab5ca574-8e72-4fcd-9d27-d1c8f39e9163/
250,Ferrari,812 GTS Base,2022,1927,643995,https://www.cars.com/vehicledetail/bbd990ab-d665-4a35-b95e-08f6c7bccd46/
251,McLaren,765LT Base,2022,2346,639993,https://www.cars.com/vehicledetail/f97785aa-5236-49ed-af9c-951211750976/
252,Ferrari,812 GTS Base,2022,1153,639990,https://www.cars.com/vehicledetail/6d56fcb7-7f03-48e6-a499-6fab4b4c1469/
253,Ferrari,SF90 Stradale Base,2022,2093,639985,https://www.cars.com/vehicledetail/3f29c91f-2de4-4255-9b44-5353dfa06960/
254,Ferrari,812 GTS Base,2022,2271,639900,https://www.cars.com/vehicledetail/9a0f9d2a-83eb-4068-a881-bb70ed6e6857/
255,Ferrari,SF90 Stradale Base,2022,1495,639900,https://www.cars.com/vehicledetail/fb91e6e4-80d6-4dbb-9188-0fd40c4e6de5/
256,Ferrari,SF90 Stradale Base,2022,872,639888,https://www.cars.com/vehicledetail/80b8a3cf-cf50-4dca-a70b-92d3f0ffe3c0/
257,Ferrari,SF90 Stradale Base,2022,314,639777,https://www.cars.com/vehicledetail/2d5bd684-793e-4ce3-97b9-550d8b12ddf6/
258,Ferrari,SF90 Stradale in Bianco Cervino,2022,45,639000,https://www.cars.com/vehicledetail/9818c5ad-5e9f-4c71-8f00-495d8060faec/
259,Ferrari,SF90 Stradale Base,2021,3505,635991,https://www.cars.com/vehicledetail/68d60d56-952d-4689-b232-d3272ece8819/
260,Ferrari,SF90 Stradale Base,2021,1459,635555,https://www.cars.com/vehicledetail/775fb655-f591-405b-823f-e669499b0a29/
261,Ferrari,812 GTS Base,2022,587,634988,https://www.cars.com/vehicledetail/4341a9f3-9735-4ea5-ac79-82172b324a34/
262,Ferrari,812 GTS Base,2021,7967,629998,https://www.cars.com/vehicledetail/3c682e45-58fe-4c9b-85f6-5e02ac2a1b49/
263,Ferrari,488 Pista Base,2020,2617,629995,https://www.cars.com/vehicledetail/a99a94ec-efd9-4f56-b998-5fcafd564fa4/
264,McLaren,765LT,2022,216,629990,https://www.cars.com/vehicledetail/63bbce9e-a9b3-48d3-ac02-e576c05e2ccb/
265,Ferrari,812 GTS Base,2021,1845,629988,https://www.cars.com/vehicledetail/c8e808cb-1880-4f04-8561-cf7b60ce9f02/
266,Ferrari,SF90 Stradale Base,2022,3734,629950,https://www.cars.com/vehicledetail/4d53fa7e-f15a-4705-a6a5-65c4f2a9ec11/
267,Ferrari,812 GTS Base,2021,972,629900,https://www.cars.com/vehicledetail/628715df-f95a-4586-a451-d43e0c31f79c/
268,Ferrari,SF90 Stradale Base,2022,763,629900,https://www.cars.com/vehicledetail/15abb988-b133-4172-9627-35b9f7a16079/
269,Ferrari,812 GTS Base,2022,635,629800,https://www.cars.com/vehicledetail/8e3b4762-768f-4e9d-81ab-3fc47de3336f/
270,Ferrari,SF90 Stradale Base,2021,2609,629000,https://www.cars.com/vehicledetail/5c5e76dc-10cc-4cd7-bfc9-e22cddbfb2de/
271,Ferrari,812 GTS Base,2022,750,629000,https://www.cars.com/vehicledetail/c4773ef5-46ee-4529-b4fb-a290d50b7ed8/
272,Ferrari,812 GTS Base,2021,2468,628995,https://www.cars.com/vehicledetail/6f7a3569-01f2-46b8-a7e2-8f05478048ad/
273,Ferrari,SF90 Stradale Base,2021,599,628880,https://www.cars.com/vehicledetail/24d07856-69be-4693-882e-f8bb6bb9e293/
274,McLaren,765LT,2022,1153,627160,https://www.cars.com/vehicledetail/9a2f164c-9b3c-4290-92aa-57e1bc6ed44e/
275,Ferrari,SF90 Stradale Base,2022,300,625000,https://www.cars.com/vehicledetail/a17f4655-998d-47e4-9ee0-4b0c33a6ab1c/
276,Ferrari,812 GTS Base,2021,3206,625000,https://www.cars.com/vehicledetail/c8515db4-5062-4f56-8f16-d0cd0edf6fe6/
277,Ferrari,Superamerica,2005,28122,624999,https://www.cars.com/vehicledetail/cbdadc52-1613-4fb2-ab2e-974ef6d059b6/
278,Ferrari,SF90 Stradale Base,2021,1434,624950,https://www.cars.com/vehicledetail/797de229-8f40-4ab9-a3ef-1c75f26e3995/
279,Ferrari,SF90 Stradale Base,2021,985,624900,https://www.cars.com/vehicledetail/bec5a39f-67f3-4fc9-bdfa-d6c0e1145823/
280,Ferrari,812 GTS Base,2021,1158,624900,https://www.cars.com/vehicledetail/71f9d227-9526-4b43-8a71-fa0e6b8d3a2e/
281,Ferrari,812 GTS Base,2021,810,624900,https://www.cars.com/vehicledetail/b4e63b0e-b557-4ac8-a353-2d6ac3e137d4/
282,Ferrari,812 GTS Base,2021,3000,619999,https://www.cars.com/vehicledetail/322e4857-5196-4f68-9831-281f2af9fafa/
283,Ferrari,812 GTS Base,2021,1472,619991,https://www.cars.com/vehicledetail/97f06473-a04b-4cef-9375-7fac1db4c9ad/
284,Ferrari,812 GTS Base,2021,400,619000,https://www.cars.com/vehicledetail/810546e6-917d-49d8-8161-f4ed2c20b69c/
285,McLaren,765LT,2022,624,615994,https://www.cars.com/vehicledetail/ea1a6c4b-fcc0-44f1-a934-86d195f3809a/
286,McLaren,765LT Base,2022,163,615990,https://www.cars.com/vehicledetail/3585b69f-3cc7-48c2-b829-75121d34110f/
287,Porsche,911 Turbo S,1997,34782,614900,https://www.cars.com/vehicledetail/8547a5ae-208c-447f-87ca-c72e20806fc1/
288,Ferrari,812 GTS Base,2021,1890,614890,https://www.cars.com/vehicledetail/9a91689c-25d1-44cb-8c70-c3e0ebeee7a1/
289,Ferrari,812 GTS Base,2021,2057,609990,https://www.cars.com/vehicledetail/46ba1e10-3838-4ca7-b19f-82bbf13ac1c2/
290,Ferrari,812 GTS Base,2021,3961,609955,https://www.cars.com/vehicledetail/6ecbcb54-dcd2-4ede-bfce-94147f4ab84d/
291,Ferrari,458 Italia Speciale,2015,5093,609900,https://www.cars.com/vehicledetail/1d8b34fe-d9d2-4300-b5c1-ca8c630e506f/
292,Ferrari,812 GTS Base,2021,494,609900,https://www.cars.com/vehicledetail/9be371f3-d643-4766-ad13-ec9846010262/
293,Ferrari,SF90 Stradale Base,2021,660,609500,https://www.cars.com/vehicledetail/620018ee-4cea-49e7-bed6-4a28be2c4fe6/
294,McLaren,765LT Base,2022,1450,605981,https://www.cars.com/vehicledetail/65e8d29b-b6b8-4de7-8c1b-10035b9d0bb0/
295,Lamborghini,Aventador LP740-4S,2017,5472,600100,https://www.cars.com/vehicledetail/a66bd3a3-c407-464b-9958-12261757b32e/
296,Ferrari,SF90 Stradale Coupe,2022,1960,600000,https://www.cars.com/vehicledetail/e5abee7a-28c6-4dab-b715-ee1d39a0a502/
298,Ferrari,F12tdf,2017,2769,1350000,https://www.cars.com/vehicledetail/3f3a6631-26c6-43cb-b96c-3856cffd1d4c/
299,Mercedes-Benz,AMG G 63 4x4 Squared,2023,201,699950,https://www.cars.com/vehicledetail/1aebb228-a535-42d0-8824-0bd6c2c342b5/
300,Rolls-Royce,Phantom,2023,1560,599995,https://www.cars.com/vehicledetail/a17ab8c9-0b98-4cb7-9a3b-0eb7ab308498/
301,Ferrari,488 Pista Base,2020,1228,599995,https://www.cars.com/vehicledetail/a37f6b06-ab8e-4f91-a56e-9545f69104d4/
302,Mercedes-Benz,AMG GT BS,2021,60,599995,https://www.cars.com/vehicledetail/0ef56f39-d6f2-4e44-963f-0ef6597bf980/
303,Rolls-Royce,Cullinan BADGE,2023,32,599995,https://www.cars.com/vehicledetail/688ef5dc-13cc-4989-ba48-3198b2a73009/
304,Ferrari,812 GTS,2022,3825,599990,https://www.cars.com/vehicledetail/67abe846-7a94-4b72-bbcb-e4d99da35984/
305,Rolls-Royce,Dawn,2021,2228,599990,https://www.cars.com/vehicledetail/0446f4c9-e8a0-4485-90bf-8502ca7bf7a9/
306,McLaren,765LT Base,2022,909,599990,https://www.cars.com/vehicledetail/4178bdca-6be4-4516-8cf9-3e7413c4026f/
307,Ferrari,F8 Spider Base,2023,305,599988,https://www.cars.com/vehicledetail/ece99520-8dd4-4929-81f4-4908dfa7bd66/
308,Ferrari,812 GTS Base,2021,5965,599985,https://www.cars.com/vehicledetail/416d3e6f-d10e-4d34-9622-eed07769ea66/
309,Rolls-Royce,Cullinan,2022,1805,599950,https://www.cars.com/vehicledetail/02d54961-2117-4818-aae3-29ee31b49bde/
310,Mercedes-Benz,Maybach S 680 Base 4MATIC,2023,618,599950,https://www.cars.com/vehicledetail/40192741-2798-4ded-91e1-2aaf9454a608/
311,Mercedes-Benz,AMG G 63 4MATIC,2023,14,599950,https://www.cars.com/vehicledetail/31104a90-0aa7-44c4-a0cf-a63ed0135ca2/
312,Ferrari,SF90 Stradale Base,2022,4281,599900,https://www.cars.com/vehicledetail/540c5f82-37be-4eba-947b-a8b4d4bc3908/
313,Mercedes-Benz,AMG G 63 4MATIC,2023,125,599500,https://www.cars.com/vehicledetail/d7ae977a-8b18-4e95-bbe4-0233ffac7ea4/
314,Mercedes-Benz,AMG G 63 4MATIC,2023,10,599500,https://www.cars.com/vehicledetail/fec378a7-3cd3-45de-971a-7e20d84864d2/
315,Rolls-Royce,Phantom,2018,7585,599000,https://www.cars.com/vehicledetail/8195f044-baa5-409b-98f7-481c54143b89/
316,Lamborghini,Aventador LP 700-4 Pirelli Edition,2016,3100,599000,https://www.cars.com/vehicledetail/d0333abd-bb3b-4704-ab48-08dda1351cfb/
317,Ferrari,296 GTB Base,2023,1034,599000,https://www.cars.com/vehicledetail/9d60f663-ab7c-4b61-9e84-2e318b9104d5/
318,Mercedes-Benz,AMG G 63 AMG G 63,2019,200,599000,https://www.cars.com/vehicledetail/6d278ee4-330f-432b-b769-02569b04e1e5/
319,Ferrari,812 GTS Base,2021,3675,598850,https://www.cars.com/vehicledetail/e823633c-9245-40e5-a2be-711a62659bb9/
320,Ferrari,458 Speciale Base,2014,2578,598850,https://www.cars.com/vehicledetail/cb0b6f0d-f966-4469-bb7f-139973675c0f/
321,McLaren,765LT Base,2022,518,597500,https://www.cars.com/vehicledetail/4b506ca7-24d9-48b1-a19a-ed43e4141b0a/
322,Ferrari,SF90 Stradale Base,2022,3106,595995,https://www.cars.com/vehicledetail/3d09f90e-1bc3-4282-a5b5-af79f8933fef/
323,Ferrari,488 Pista Base,2020,413,595000,https://www.cars.com/vehicledetail/346f9a40-d7a3-4c3f-9093-71548fc198eb/
324,Ferrari,296 GTB Base,2023,472,594990,https://www.cars.com/vehicledetail/a64d5766-728c-40c0-8814-0eaa5803aa66/
325,Rolls-Royce,Cullinan,2023,507,589996,https://www.cars.com/vehicledetail/6cc790cd-94e9-4329-96b7-e48e575ad838/
326,Ferrari,F8 Spider Base,2022,678,589995,https://www.cars.com/vehicledetail/bbd29abf-3509-4e3d-987f-9db9b3c687ef/
327,Ferrari,488 Pista Base,2019,1972,589995,https://www.cars.com/vehicledetail/3a99f2e8-c5c0-49f4-86bc-79af9ea50eb1/
328,Porsche,911 Sport Classic,2023,26,589995,https://www.cars.com/vehicledetail/7bc775ee-8851-4eab-a550-ab8b4318a588/
329,Porsche,911 GT3RS,2023,200,589990,https://www.cars.com/vehicledetail/d87e09b4-1292-4eb9-9811-567f6bea907f/
330,Ferrari,812 GTS Base,2021,1727,589950,https://www.cars.com/vehicledetail/fce39f40-d33f-4edb-b35e-dca8d839b3a5/
331,Lamborghini,Aventador LP750-4 Superveloce,2017,8625,589900,https://www.cars.com/vehicledetail/839a6aef-067c-4e22-ba67-d4ba31a140a0/
332,Ferrari,SF90 Stradale Coupe,2022,6400,589900,https://www.cars.com/vehicledetail/be43f783-7576-4d43-9760-05646359ed96/
333,Rolls-Royce,Phantom,2023,30,589500,https://www.cars.com/vehicledetail/99f6ad66-93f1-4269-a382-e351c343c4f6/
334,Ferrari,488 Pista,2020,2409,589000,https://www.cars.com/vehicledetail/4ba2e7ec-66ed-4d43-b982-04ce796acc5c/
335,Lamborghini,Aventador LP750-4 Superveloce,2017,6448,579996,https://www.cars.com/vehicledetail/8df68380-f89d-49fd-ac4e-2709ae275c1e/
336,Ferrari,488 Pista Base,2019,1318,579900,https://www.cars.com/vehicledetail/082e29ae-4c19-4d83-b3dc-75341969c3be/
337,Ferrari,296 GTB Base,2022,58,579900,https://www.cars.com/vehicledetail/23ef8e13-72ed-4257-a952-2017d60f2f26/
338,Ferrari,F8 Spider Base,2022,231,579000,https://www.cars.com/vehicledetail/9ad02564-3679-4250-a4db-b1f6defb07f9/
339,Ferrari,812 GTS Base,2021,2381,579000,https://www.cars.com/vehicledetail/ecfc4b14-65bf-4b09-9816-f8b0707d26fc/
340,Ferrari,F8 Spider Base,2022,89,579000,https://www.cars.com/vehicledetail/bed13292-a576-467e-9368-c0e1c400a6b4/
341,Ferrari,812 GTS Base,2021,7162,578990,https://www.cars.com/vehicledetail/b6afb6ff-c7c8-4828-853d-da278aadd53b/
342,Ferrari,296 GTB Base,2022,601,574995,https://www.cars.com/vehicledetail/1f81c949-a5e1-42bb-b55e-c3227b65f936/
343,Porsche,911 Turbo S,1997,20734,574990,https://www.cars.com/vehicledetail/d6bedc1c-588a-4969-b041-d529322254cf/
344,Ferrari,488 Pista 2DR CPE,2020,2550,574990,https://www.cars.com/vehicledetail/876c7eef-a571-46ec-bf93-5b60ab706df7/
345,Ferrari,SF90 Stradale Base,2021,285,574950,https://www.cars.com/vehicledetail/a8d2d8a0-f890-4d3f-a539-207f00da49f7/
346,Ferrari,296 GTB Base,2022,278,574296,https://www.cars.com/vehicledetail/0971d287-6947-4c20-bfff-3d2fd84b260d/
347,Ferrari,488 Pista Base,2020,2068,569998,https://www.cars.com/vehicledetail/91a60cc5-35b2-4799-82c7-cef6bef5cf40/
348,Ferrari,F8 Spider Base,2022,1056,569997,https://www.cars.com/vehicledetail/09af898a-7907-4df2-8dd1-2217cdd9bcab/
349,Lamborghini,Aventador SVJ Base,2020,18271,569993,https://www.cars.com/vehicledetail/4a67a9a9-d3a7-492b-980b-11fc5dd67441/
350,Ferrari,812 GTS,2021,1467,569900,https://www.cars.com/vehicledetail/f0436ca7-f630-4342-bf56-564bebc800a4/
351,Mercedes-Benz,Maybach S 680 Base 4MATIC,2023,35,569000,https://www.cars.com/vehicledetail/df476b15-c91d-4bb0-a7aa-636ce0404548/
352,McLaren,765LT Base,2022,2469,569000,https://www.cars.com/vehicledetail/dfbfd6e5-2fa1-40e7-9346-f4edc78dcd25/
353,Ferrari,812 GTS Base,2021,1968,566812,https://www.cars.com/vehicledetail/2e7eeb7e-4688-4a6e-8ab1-13ce02376fce/
354,Porsche,911 GT3 RS 4.0,2011,19967,565990,https://www.cars.com/vehicledetail/b57648e1-8380-4eae-85c4-13cdc138c685/
355,Ferrari,F8 Spider Base,2023,67,565988,https://www.cars.com/vehicledetail/32b1d483-5758-431b-8fa1-5163d68e45be/
356,Rolls-Royce,Cullinan,2023,1177,564995,https://www.cars.com/vehicledetail/794f14c3-47f6-4618-933d-a7b489e04f8e/
357,Ferrari,812 GTS Base,2021,2993,559900,https://www.cars.com/vehicledetail/801a85e3-3053-4ed3-801b-1cb1c7a2eb06/
358,Ferrari,488 Pista Base,2019,2412,559900,https://www.cars.com/vehicledetail/8d31ba60-e139-43f8-9778-3b55e5c76a98/
359,Ferrari,812 GTS,2021,4103,559900,https://www.cars.com/vehicledetail/2cc5a86e-f4de-40c9-a164-8e60eb678ef7/
360,McLaren,765LT Base,2022,1185,558700,https://www.cars.com/vehicledetail/e8b45694-900a-444c-abda-c250b4f7c9b8/
361,Ferrari,488 Pista Base,2019,2545,556995,https://www.cars.com/vehicledetail/a9aea7f0-8691-4a1f-b1b3-16fa993ec0fb/
362,Ford,GT Base,2006,95,555990,https://www.cars.com/vehicledetail/3c021e96-7ba9-4022-9dc2-6f6be9b0f8e0/
363,Rolls-Royce,Phantom,2022,8689,555988,https://www.cars.com/vehicledetail/6b8ac864-147a-41e3-9001-1d7161056491/
364,Ferrari,812 GTS Base,2021,7780,553999,https://www.cars.com/vehicledetail/6b966c1f-3604-48b2-9356-85147b10ce4a/
366,Mercedes-Benz,AMG GT BS,2021,450,549995,https://www.cars.com/vehicledetail/bed1b8fa-14de-4945-8429-bbcd97f6775f/
367,Lamborghini,Aventador LP750-4 Superveloce,2016,1212,549991,https://www.cars.com/vehicledetail/3c8b0e81-2ad5-41e6-8f29-56ec3c352da0/
368,Ferrari,458 Speciale Base,2015,6776,549990,https://www.cars.com/vehicledetail/f77a20a1-95a6-4af8-b5b2-d0199c91c9ca/
369,Ferrari,488 Spider Base,2018,979,549990,https://www.cars.com/vehicledetail/b6da16ba-5a25-4a97-b0bf-93f8b663f728/
370,Mercedes-Benz,SLR McLaren,2006,3302,549950,https://www.cars.com/vehicledetail/74572e50-70c6-4e1d-82d8-46bef333738b/
371,Ferrari,458 Speciale Base,2015,7960,549900,https://www.cars.com/vehicledetail/4268751f-2555-470e-ba7b-726a0bd7914f/
372,Ferrari,488 Pista Base,2020,1177,549900,https://www.cars.com/vehicledetail/9f437a11-ae0e-4957-b400-62c05a5469e9/
373,Ferrari,599 GTB Fiorano Base,2011,728,549900,https://www.cars.com/vehicledetail/fa988d10-ec3d-44e2-981b-bafc3ec1f859/
374,Ferrari,296 GTB Base,2023,109,549900,https://www.cars.com/vehicledetail/dee86175-0fc0-4bf9-907f-f78808d7a4f8/
375,Ford,Mustang Boss 429,1970,16799,549900,https://www.cars.com/vehicledetail/d5c78ef8-6839-40d4-b07c-647594063f65/
376,Aston Martin,Vantage Base,2023,19,549258,https://www.cars.com/vehicledetail/13ca690c-e4a9-426c-b30f-aee38dc7748a/
377,Rolls-Royce,Cullinan BADGE,2023,70,549000,https://www.cars.com/vehicledetail/0634532d-573a-4fdd-91c2-54bc0fa330a9/
378,McLaren,765LT Base,2021,3804,544765,https://www.cars.com/vehicledetail/97454d8c-0211-431f-98d7-3413a7c3af97/
379,Ferrari,296 GTB Base,2022,144,539999,https://www.cars.com/vehicledetail/4e23413f-d10a-4270-99f4-0c892ff8e64b/
380,Rolls-Royce,Cullinan Black Badge,2023,39,539999,https://www.cars.com/vehicledetail/63cab30e-110a-426b-87a2-970153426580/
381,McLaren,765LT Base,2022,292,539991,https://www.cars.com/vehicledetail/fd8e93af-112a-4475-bb94-79494b440ade/
382,Ferrari,488 Pista Base,2019,2037,539990,https://www.cars.com/vehicledetail/110c798e-0371-430d-81c5-13749366349e/
383,Rolls-Royce,Cullinan BADGE,2023,350,539988,https://www.cars.com/vehicledetail/96277632-9392-4caf-8c87-7fa9f130cc4f/
384,Ferrari,488 Pista Base,2020,3184,539950,https://www.cars.com/vehicledetail/730e8915-aaf1-40b5-a77e-96e7d9325520/
385,Ferrari,F8 Spider Base,2022,1635,539900,https://www.cars.com/vehicledetail/73376f6f-cc26-4693-a6d0-e2eb5f625cc3/
386,Ferrari,488 Pista Base,2020,4887,539900,https://www.cars.com/vehicledetail/422f0cd3-7812-43ec-bb19-b471d881042f/
387,Ferrari,F8 Spider in Rosso Fiorano,2022,2490,537000,https://www.cars.com/vehicledetail/a67b2af7-2473-42cf-b070-e6aa41a6f459/
388,Lamborghini,Aventador LP740-4S,2017,6098,535000,https://www.cars.com/vehicledetail/7193b70b-ff2c-47d2-b68f-14bf8256aef9/
389,Ferrari,488 Pista Base,2020,3649,535000,https://www.cars.com/vehicledetail/e9cfdbbe-d406-4082-bff4-8c3cfeafd215/
390,Ferrari,F8 Spider,2022,999,535000,https://www.cars.com/vehicledetail/6fe2c681-50cc-47eb-9e94-a87053fd7a07/
391,Ford,GT Base,2005,2517,535000,https://www.cars.com/vehicledetail/e4337031-ad06-4d01-8387-f20fededb036/
392,Ferrari,F8 Spider Base,2022,2192,529999,https://www.cars.com/vehicledetail/04f259f1-a4ab-46d9-83b7-ea23a915940d/
393,Porsche,911 GT3 RS,2023,12,529998,https://www.cars.com/vehicledetail/d076e2b0-9ef3-4f3d-babc-7e3bcb90f82d/
394,Rolls-Royce,Cullinan,2022,1698,529996,https://www.cars.com/vehicledetail/e5a7a9aa-09d1-4e05-983d-0eff0fefb6d3/
395,Ferrari,488 Pista Base,2019,1487,529980,https://www.cars.com/vehicledetail/0fc2791d-4e93-47a4-a78f-7238481b445d/
396,Mercedes-Benz,SLR McLaren,2006,5770,529950,https://www.cars.com/vehicledetail/16d43a7f-0322-4aef-b9d2-fa33d9e94ae5/
397,Rolls-Royce,Phantom,2022,5017,529900,https://www.cars.com/vehicledetail/9ab93d38-9e99-40ea-96b9-18c993785149/
398,Porsche,911 Sport Classic,2023,76,529900,https://www.cars.com/vehicledetail/49b6e9a6-2e08-45d0-a844-e745299f6d89/
399,McLaren,765LT Base,2021,1559,529888,https://www.cars.com/vehicledetail/dd716679-9fbd-4999-96b6-b096e1e4f36c/
400,Ferrari,488 Pista Rosso Scuderia,2019,3033,529000,https://www.cars.com/vehicledetail/91031102-41b0-49c8-9a17-2e28defa0a5e/
401,Ferrari,F8 Spider Base,2022,228,529000,https://www.cars.com/vehicledetail/842eb768-7e69-431a-9d48-048e3dd2cbb6/
402,Ferrari,296 GTB Base,2023,199,528900,https://www.cars.com/vehicledetail/d1e75479-e6b4-458a-a0d4-ec01fe275f7c/
403,Rolls-Royce,Cullinan NULL,2023,43,527950,https://www.cars.com/vehicledetail/7ba5a209-598a-4552-a30a-c070c0b50dc2/
404,Ferrari,458 Speciale Base,2015,12100,525000,https://www.cars.com/vehicledetail/838732ec-f68f-4aa0-95a2-c0d8ed356f97/
405,Porsche,911 Sport Classic,2023,782,524975,https://www.cars.com/vehicledetail/4191b408-c088-4c12-a83e-c8be63087c8a/
406,Ferrari,F8 Spider Base,2022,251,523988,https://www.cars.com/vehicledetail/e228ca3e-c57e-4da4-9239-6ec1a2d1b817/
407,Rolls-Royce,Phantom,2022,3701,519998,https://www.cars.com/vehicledetail/72396c0e-e300-4b8a-9f1d-410492c28c0d/
408,Ferrari,488 Pista Base,2019,5028,519950,https://www.cars.com/vehicledetail/d3f4ed25-b055-4838-b3e4-190a32b4135d/
409,Ferrari,F8 Spider Base,2022,118,519900,https://www.cars.com/vehicledetail/42a3f746-09a0-48a1-9a1b-13025c32a27a/
410,Ferrari,296 GTB Base,2022,545,519900,https://www.cars.com/vehicledetail/9d6bcfe4-45af-4d15-a5a6-5fd97d7658ce/
411,Rolls-Royce,Cullinan Cullinan,2022,1799,519800,https://www.cars.com/vehicledetail/7e7788a0-dae0-475d-90ae-cf06cace095b/
412,Ferrari,488 Pista Base,2019,519,518990,https://www.cars.com/vehicledetail/c232e559-244a-47e2-b6d8-1d3f9acdd149/
413,Rolls-Royce,Cullinan BADGE,2023,107,515990,https://www.cars.com/vehicledetail/b1a9086f-8a20-43a6-8550-5ecf19acbc29/
414,Rolls-Royce,Cullinan Black Badge,2023,5527,515000,https://www.cars.com/vehicledetail/053b03a0-49dc-4bf2-bebc-a8899bb08891/
